"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","B365CH","B365CD","B365CA"
"06/11/2021","Yeni Malatyaspor","Buyuksehyr","1","3","A","0","1","A","5","11","1","7","11","12","6","3","3","1","0","0","3.8","3.2","2.05","3.6","3.2","2.1"
"06/11/2021","Besiktas","Trabzonspor","1","2","A","0","1","A","17","8","6","4","10","10","7","4","5","4","0","1","2.4","3.4","2.8","1.85","3.6","3.8"
"07/11/2021","Goztep","Konyaspor","0","2","A","0","1","A","16","20","6","10","9","10","6","5","3","3","1","0","2.4","3.1","3.1","2.3","3.1","3.1"
"07/11/2021","Ad. Demirspor","Hatayspor","1","0","H","0","0","D","18","12","7","1","9","5","7","8","3","2","0","0","2.3","3.2","3.1","2.3","3.2","3.1"
"07/11/2021","Karagumruk","Galatasaray","1","1","D","0","0","D","5","20","3","5","10","15","0","11","6","3","0","0","3.4","3.4","2.1","3.5","3.4","2.05"
"07/11/2021","Fenerbahce","Kayserispor","2","2","D","0","1","A","19","8","4","3","12","11","7","1","0","1","0","0","1.44","4.5","6.5","1.4","4.5","8"
"20/11/2021","Hatayspor","Antalyaspor","3","1","H","1","1","D","11","12","6","3","8","8","4","5","2","3","0","0","1.75","3.6","4.6","1.95","3.5","3.8"
"20/11/2021","Buyuksehyr","Sivasspor","2","1","H","2","0","H","7","13","3","5","17","15","2","1","5","2","0","0","1.9","3.3","4.2","1.95","3.25","4.2"
"20/11/2021","Giresunspor","Yeni Malatyaspor","1","0","H","0","0","D","8","10","3","3","15","16","3","7","0","2","0","0","1.75","3.5","4.75","1.7","3.6","5"
"20/11/2021","Alanyaspor","Besiktas","2","0","H","1","0","H","12","16","3","5","8","9","5","7","2","1","0","0","2.8","3.6","2.3","2.8","3.6","2.3"
"21/11/2021","Kasimpasa","Karagumruk","1","3","A","1","3","A","19","14","6","7","15","21","4","1","1","5","0","2","2.4","3.4","2.8","2.37","3.4","2.75"
"21/11/2021","Altay","Ad. Demirspor","1","3","A","0","1","A","17","15","8","7","10","10","7","4","0","2","0","0","2.1","3.5","3.3","2.37","3.5","2.8"
"21/11/2021","Konyaspor","Rizespor","3","0","H","1","0","H","14","26","5","4","16","8","2","5","2","1","0","0","1.65","3.75","5.5","1.53","3.8","5.75"
"21/11/2021","Galatasaray","Fenerbahce","1","2","A","1","1","D","14","10","4","6","13","17","4","1","4","5","0","1","2.05","3.4","3.5","2.15","3.4","3.25"
"22/11/2021","Kayserispor","Goztep","1","1","D","1","0","H","16","8","3","2","19","11","4","2","4","2","0","0","2.37","3.3","2.87","2.5","3.3","2.75"
"22/11/2021","Trabzonspor","Gaziantep","3","0","H","3","0","H","11","25","5","5","6","16","2","12","0","4","0","0","1.5","4.2","5.75","1.65","3.75","5.25"
"26/11/2021","Ad. Demirspor","Kasimpasa","0","0","D","0","0","D","12","13","1","4","8","11","8","8","2","3","0","0","1.75","3.8","4.33","1.72","3.75","4.75"
"26/11/2021","Buyuksehyr","Altay","0","0","D","0","0","D","20","6","7","0","14","6","7","1","2","2","0","0","1.65","3.75","5.25","1.6","4","5.25"
"27/11/2021","Antalyaspor","Alanyaspor","3","0","H","1","0","H","18","8","5","1","9","6","2","1","1","3","0","1","2.8","3.25","2.5","2.4","3.25","2.9"
"27/11/2021","Rizespor","Kayserispor","1","0","H","0","0","D","9","12","3","1","12","13","5","5","0","1","0","0","2.25","3.3","3.2","2.25","3.4","3.1"
"27/11/2021","Besiktas","Giresunspor","0","4","A","0","1","A","13","12","4","7","9","10","8","3","1","0","1","0","1.5","4.2","6.5","1.65","4","4.75"
"28/11/2021","Gaziantep","Konyaspor","3","2","H","1","1","D","20","13","5","8","12","10","5","6","4","2","0","0","2.7","3.1","2.7","2.37","3.1","3.2"
"28/11/2021","Karagumruk","Trabzonspor","0","2","A","0","1","A","17","9","2","2","8","13","4","0","1","2","0","0","3.3","3.4","2.1","3.3","3.75","2"
"28/11/2021","Sivasspor","Hatayspor","4","0","H","2","0","H","15","2","8","0","15","9","4","2","1","3","0","1","2.2","3.2","3.3","2.2","3.2","3.3"
"28/11/2021","Yeni Malatyaspor","Galatasaray","0","0","D","0","0","D","7","13","2","2","8","13","4","7","5","2","0","0","4.75","3.6","1.7","4.33","3.5","1.8"
"29/11/2021","Goztep","Fenerbahce","1","1","D","1","0","H","12","4","2","2","9","14","6","3","2","6","0","1","3.8","3.3","2","3.1","3.5","2.2"
"03/12/2021","Kasimpasa","Besiktas","1","1","D","0","1","A","8","14","4","6","13","16","8","6","3","3","0","0","3.5","3.75","1.95","3.5","3.8","1.95"
"04/12/2021","Alanyaspor","Sivasspor","0","1","A","0","0","D","9","10","1","2","15","14","5","5","2","3","0","1","2.3","3.25","3.2","2.6","3.1","2.87"
"04/12/2021","Trabzonspor","Ad. Demirspor","2","0","H","1","0","H","5","18","3","4","6","10","2","7","0","1","0","0","1.8","3.6","4.33","1.95","3.4","3.8"
"04/12/2021","Galatasaray","Altay","2","2","D","1","1","D","24","13","7","6","9","12","12","7","2","4","0","0","1.44","4.5","6.5","1.44","4.75","6.5"
"05/12/2021","Kayserispor","Antalyaspor","2","0","H","2","0","H","2","24","2","5","10","12","1","11","6","4","2","0","2.55","3.2","2.75","2.5","3.1","2.87"
"05/12/2021","Giresunspor","Karagumruk","3","1","H","0","1","A","15","6","9","2","7","9","7","1","1","1","0","0","2.3","3.3","3","2.15","3.4","3.25"
"05/12/2021","Hatayspor","Buyuksehyr","0","3","A","0","3","A","5","16","2","9","10","5","5","7","2","0","0","0","2.45","3.4","2.7","2.7","3.4","2.45"
"05/12/2021","Fenerbahce","Rizespor","4","0","H","1","0","H","16","4","8","1","22","9","5","3","1","1","0","0","1.44","4.5","7.5","1.4","4.5","7.5"
"06/12/2021","Goztep","Gaziantep","2","1","H","2","0","H","11","15","4","2","13","11","7","3","5","3","1","0","2.25","3.3","3.1","2.05","3.4","3.5"
"06/12/2021","Konyaspor","Yeni Malatyaspor","0","0","D","0","0","D","17","8","5","4","12","9","4","2","2","2","0","0","1.7","3.6","4.75","1.66","3.5","5.25"
"10/12/2021","Altay","Hatayspor","1","2","A","1","1","D","5","12","2","6","16","11","3","6","3","3","0","0","2.37","3.5","2.87","2.3","3.75","2.87"
"11/12/2021","Karagumruk","Konyaspor","1","4","A","1","1","D","9","11","3","6","8","12","3","3","0","0","1","0","2.37","3.5","2.8","2.2","3.6","2.8"
"11/12/2021","Buyuksehyr","Kasimpasa","2","1","H","0","0","D","13","10","3","3","14","13","8","3","2","3","0","0","1.61","4","5","1.72","3.6","4.75"
"11/12/2021","Rizespor","Goztep","3","1","H","1","0","H","15","14","5","6","15","11","5","8","2","0","0","1","2.45","3.5","2.7","2.75","3.5","2.4"
"11/12/2021","Antalyaspor","Trabzonspor","2","1","H","1","1","D","13","12","5","5","13","9","5","3","1","4","0","0","3.4","3.5","2.1","3","3.1","2.4"
"12/12/2021","Ad. Demirspor","Giresunspor","1","0","H","0","0","D","11","13","5","3","14","11","1","3","2","2","0","0","2.05","3.4","3.6","2.15","3.25","3.5"
"12/12/2021","Yeni Malatyaspor","Alanyaspor","2","6","A","2","3","A","20","20","7","13","6","10","8","5","4","3","1","0","3.2","3.3","2.25","2.7","3.2","2.62"
"12/12/2021","Besiktas","Kayserispor","4","2","H","1","1","D","21","6","8","3","14","18","7","2","3","3","0","0","1.5","4.2","6.5","1.4","4.75","7"
"13/12/2021","Sivasspor","Galatasaray","1","0","H","0","0","D","12","6","5","3","13","6","6","5","5","3","0","0","3","3.1","2.4","2.7","3","2.7"
"13/12/2021","Gaziantep","Fenerbahce","3","2","H","1","1","D","15","14","7","4","12","13","4","5","3","2","0","0","3.3","3.4","2.15","3.5","3.6","1.95"
"17/12/2021","Giresunspor","Altay","3","1","H","1","0","H","11","15","5","5","13","12","4","6","1","2","0","0","1.85","3.8","3.75","1.75","3.8","4.2"
"18/12/2021","Kasimpasa","Sivasspor","1","3","A","1","0","H","12","7","3","4","11","13","10","5","4","2","0","0","2.75","3.4","2.45","2.6","3.3","2.62"
"18/12/2021","Konyaspor","Antalyaspor","1","0","H","0","0","D","14","6","3","2","14","14","8","3","5","2","0","0","2","3.6","3.5","2.05","3.4","3.4"
"18/12/2021","Trabzonspor","Hatayspor","2","0","H","2","0","H","17","6","9","3","7","8","6","1","0","0","0","0","1.75","3.75","4.33","1.7","3.8","4.5"
"18/12/2021","Alanyaspor","Ad. Demirspor","1","3","A","1","2","A","10","11","4","6","17","16","4","3","2","1","0","0","2.2","3.5","3","2.3","3.5","2.87"
"18/12/2021","Galatasaray","Buyuksehyr","1","1","D","0","1","A","18","8","4","3","16","13","5","1","4","7","0","1","2.05","3.5","3.5","2.3","3.5","2.87"
"19/12/2021","Rizespor","Yeni Malatyaspor","1","0","H","0","0","D","14","8","4","2","17","9","7","1","2","2","0","0","2.2","3.3","3.3","2.3","3.3","3.1"
"19/12/2021","Goztep","Karagumruk","0","1","A","0","0","D","12","17","4","3","16","12","3","3","3","1","0","0","2.3","3.4","3","2","3.5","3.6"
"19/12/2021","Kayserispor","Gaziantep","0","0","D","0","0","D","9","10","3","3","9","10","5","4","1","2","0","1","2.6","3.25","2.7","2.25","3.3","3.2"
"19/12/2021","Fenerbahce","Besiktas","2","2","D","2","1","H","11","14","5","3","20","12","0","7","2","5","0","0","2.2","3.5","3.1","2.3","3.5","2.87"
"21/12/2021","Antalyaspor","Kasimpasa","1","1","D","1","0","H","9","11","4","5","18","18","6","3","2","4","0","0","1.85","3.5","3.8","1.85","3.5","4"
"21/12/2021","Buyuksehyr","Giresunspor","3","1","H","1","1","D","20","6","8","2","12","9","6","3","1","1","0","0","1.8","3.5","4","1.9","3.1","4"
"21/12/2021","Ad. Demirspor","Galatasaray","2","0","H","0","0","D","10","15","3","7","20","14","2","7","3","2","0","0","2.7","3.3","2.37","2.4","3.25","2.62"
"21/12/2021","Altay","Trabzonspor","1","2","A","1","0","H","14","15","8","5","16","8","4","5","3","3","0","0","3.1","3.5","2.05","2.7","3.5","2.25"
"22/12/2021","Hatayspor","Konyaspor","1","3","A","1","1","D","7","12","2","5","7","12","2","5","4","3","1","1","2.3","3.3","2.87","2.5","3.3","2.55"
"22/12/2021","Sivasspor","Rizespor","1","1","D","0","0","D","22","6","7","2","12","13","3","2","0","5","0","2","1.6","3.75","5","1.55","3.8","5.25"
"22/12/2021","Gaziantep","Alanyaspor","2","1","H","0","0","D","14","13","5","5","16","13","7","3","1","1","0","0","2.25","3.4","2.75","2.25","3.4","2.75"
"22/12/2021","Karagumruk","Fenerbahce","1","1","D","1","1","D","2","29","2","14","6","12","0","5","1","1","2","0","3.1","3.4","2.1","3.3","3.5","2"
"23/12/2021","Yeni Malatyaspor","Kayserispor","2","2","D","2","0","H","13","9","5","5","13","15","2","2","2","2","0","0","2.25","3.3","2.9","2.25","3.1","3"
"23/12/2021","Besiktas","Goztep","2","1","H","1","1","D","10","19","3","5","11","17","3","2","3","4","1","0","1.6","4","4.75","1.5","4.5","6"
"25/12/2021","Kasimpasa","Altay","2","0","H","1","0","H","21","8","10","2","18","23","7","4","1","6","0","1","2.2","3.3","3.1","2.15","3.4","3.1"
"25/12/2021","Galatasaray","Antalyaspor","2","0","H","1","0","H","17","13","6","5","18","13","4","6","4","3","0","0","1.6","3.8","5","1.66","3.6","5"
"25/12/2021","Giresunspor","Hatayspor","0","1","A","0","0","D","19","7","5","3","14","11","7","6","3","3","0","0","2.1","3.25","3.6","2.05","3.2","3.8"
"25/12/2021","Trabzonspor","Buyuksehyr","0","0","D","0","0","D","10","7","4","5","7","14","4","4","1","2","0","0","2.1","3.2","3.5","2.25","3.1","3.25"
"26/12/2021","Rizespor","Gaziantep","0","1","A","0","1","A","9","12","1","3","14","11","5","3","0","0","0","0","2.7","3.2","2.6","2.7","3.2","2.6"
"26/12/2021","Alanyaspor","Karagumruk","1","1","D","0","0","D","17","13","5","4","13","8","7","4","1","2","0","0","2.1","3.25","3.3","1.95","3.3","3.6"
"26/12/2021","Goztep","Ad. Demirspor","1","1","D","0","1","A","15","9","4","4","15","14","7","3","2","1","0","0","2.37","3.2","2.87","2.37","3.25","2.8"
"26/12/2021","Fenerbahce","Yeni Malatyaspor","2","0","H","1","0","H","17","8","8","1","15","10","3","1","1","1","0","0","1.36","4.5","8","1.36","4.75","7.5"
"27/12/2021","Kayserispor","Sivasspor","3","0","H","3","0","H","10","10","6","5","14","10","2","7","3","0","0","0","3.1","3.1","2.3","2.9","3","2.55"
"27/12/2021","Konyaspor","Besiktas","1","0","H","0","0","D","12","12","4","6","16","14","6","3","3","4","0","0","2.7","3.25","2.45","2.75","3.5","2.45"
"07/01/2022","Trabzonspor","Yeni Malatyaspor","1","0","H","1","0","H","24","3","7","0","9","12","7","2","0","2","0","0","1.36","5","8","1.33","5.5","8"
"08/01/2022","Gaziantep","Karagumruk","3","1","H","2","0","H","13","15","5","4","22","7","5","4","1","3","0","0","2.05","3.5","3.5","2.1","3.6","3.4"
"08/01/2022","Alanyaspor","Buyuksehyr","1","1","D","1","1","D","13","12","2","3","11","12","5","3","2","4","1","1","3.1","3.6","2.25","3.2","3.5","2.2"
"08/01/2022","Kasimpasa","Hatayspor","3","1","H","2","0","H","15","13","8","5","9","15","6","4","2","0","0","0","2.37","3.5","2.9","1.85","4","3.8"
"08/01/2022","Galatasaray","Giresunspor","0","1","A","0","1","A","22","6","7","3","18","12","12","1","2","0","0","0","1.66","4","4.75","1.85","3.6","4"
"09/01/2022","Konyaspor","Sivasspor","0","1","A","0","0","D","15","11","4","2","9","14","8","5","3","3","0","0","2.37","3.25","3.1","2.1","3.2","3.8"
"09/01/2022","Goztep","Antalyaspor","4","0","H","1","0","H","6","15","4","3","17","14","1","12","4","1","1","0","2.1","3.4","3.5","2.2","3.3","3.3"
"09/01/2022","Kayserispor","Altay","1","0","H","1","0","H","10","8","3","1","14","12","8","2","0","1","0","0","2.15","3.5","3.3","2.1","3.75","3.3"
"09/01/2022","Rizespor","Besiktas","2","2","D","0","1","A","10","22","5","10","16","17","3","4","5","3","1","1","3","3.4","2.3","3.1","3.25","2.3"
"10/01/2022","Fenerbahce","Ad. Demirspor","1","2","A","1","1","D","15","15","3","8","17","11","9","1","2","3","0","0","1.83","3.75","4.2","1.66","3.8","5"
"14/01/2022","Besiktas","Gaziantep","1","0","H","0","0","D","16","7","4","3","9","15","10","4","1","3","0","0","1.65","4.2","4.5","1.57","4.33","5"
"14/01/2022","Yeni Malatyaspor","Goztep","1","2","A","1","1","D","14","11","2","3","7","14","3","6","1","1","0","0","3.25","3.25","2.25","3.3","3.3","2.25"
"15/01/2022","Ad. Demirspor","Kayserispor","1","1","D","1","0","H","12","16","7","11","11","7","5","10","0","0","0","0","1.72","3.6","4.75","1.8","3.75","4.33"
"15/01/2022","Karagumruk","Rizespor","2","0","H","1","0","H","9","14","3","4","15","11","4","3","4","2","1","0","1.83","3.6","4.2","1.7","3.8","4.75"
"15/01/2022","Sivasspor","Trabzonspor","1","1","D","1","1","D","10","10","4","3","13","10","3","2","2","1","0","0","3","3.2","2.4","2.9","3","2.6"
"15/01/2022","Antalyaspor","Fenerbahce","1","1","D","0","0","D","14","4","3","2","18","10","1","1","3","1","0","0","3.25","3.4","2.15","3.1","3.4","2.25"
"16/01/2022","Altay","Alanyaspor","0","2","A","0","1","A","16","12","5","7","20","7","9","0","4","1","0","0","2.5","3.2","2.87","2.3","3.2","3.1"
"16/01/2022","Giresunspor","Kasimpasa","0","2","A","0","1","A","11","14","2","4","12","13","7","7","0","0","1","0","1.95","3.2","4.33","2.15","3.1","3.6"
"16/01/2022","Hatayspor","Galatasaray","4","2","H","1","2","A","16","13","7","5","8","7","9","5","5","5","0","1","3.4","3.25","2.2","3.5","3.3","2.15"
"18/01/2022","Karagumruk","Besiktas","0","1","A","0","1","A","12","11","5","3","10","13","3","4","1","1","0","0","3.4","3.4","2.15","5","4","1.66"
"18/01/2022","Konyaspor","Ad. Demirspor","1","0","H","0","0","D","20","15","8","5","10","15","8","7","3","2","0","0","2.1","3.4","3.5","2.2","3.4","3.2"
"19/01/2022","Goztep","Sivasspor","2","1","H","1","0","H","10","20","3","5","19","14","5","1","4","4","0","0","2.3","3.4","2.7","2","3.1","3.6"
"19/01/2022","Kayserispor","Buyuksehyr","1","0","H","0","0","D","3","14","1","4","14","13","2","1","2","3","0","0","3.3","3.4","2.15","3.25","3.25","2.25"
"19/01/2022","Fenerbahce","Altay","2","1","H","1","1","D","18","3","5","1","16","23","4","2","2","4","0","0","1.4","4.5","8.5","1.45","4.33","7.5"
"19/01/2022","Trabzonspor","Giresunspor","1","1","D","0","0","D","23","6","9","3","13","11","9","2","2","2","0","0","1.61","4","5.25","1.75","3.4","5"
"20/01/2022","Alanyaspor","Hatayspor","6","0","H","2","0","H","20","2","10","1","8","13","3","1","1","1","0","0","2.37","3.75","2.87","2.2","3.4","3.1"
"20/01/2022","Rizespor","Antalyaspor","2","1","H","1","1","D","11","18","4","10","15","15","6","7","2","3","0","1","2.62","3.25","2.62","4.2","3.3","1.95"
"20/01/2022","Galatasaray","Kasimpasa","1","3","A","1","1","D","14","17","6","4","8","11","5","6","0","1","0","0","1.7","4","5","1.9","3.6","3.8"
"22/01/2022","Yeni Malatyaspor","Besiktas","1","1","D","0","0","D","11","18","4","3","13","12","3","6","2","2","0","0","4.33","3.6","1.66","5.25","3.6","1.57"
"22/01/2022","Ad. Demirspor","Karagumruk","5","0","H","1","0","H","17","8","9","5","15","9","7","4","1","4","0","1","1.9","3.4","4","1.72","3.75","4.75"
"22/01/2022","Sivasspor","Fenerbahce","1","1","D","0","1","A","18","9","5","3","14","19","9","6","2","3","0","0","2.62","3.25","2.62","2.75","2.9","2.8"
"22/01/2022","Buyuksehyr","Goztep","1","2","A","0","1","A","20","6","7","5","7","9","6","2","1","1","0","0","1.95","3.3","4","1.83","3.1","5"
"23/01/2022","Hatayspor","Rizespor","0","0","D","0","0","D","13","7","2","0","14","7","6","4","3","1","0","0","1.8","3.6","4.5","1.83","3.6","4.2"
"23/01/2022","Kasimpasa","Kayserispor","3","1","H","2","1","H","16","10","6","2","16","14","4","3","2","2","0","0","2","3.3","3.4","1.85","3.25","4"
"23/01/2022","Altay","Konyaspor","0","1","A","0","0","D","8","13","3","4","15","11","6","4","4","1","1","0","3","3.2","2.2","2.7","3.1","2.45"
"23/01/2022","Antalyaspor","Gaziantep","0","0","D","0","0","D","11","14","5","7","15","14","3","5","3","1","0","0","2.2","3.25","3.2","2.05","3.1","3.8"
"23/01/2022","Giresunspor","Alanyaspor","1","3","A","1","2","A","15","12","5","5","14","13","7","2","1","4","0","0","2.4","3.2","2.8","2.5","3.2","2.7"
"23/01/2022","Galatasaray","Trabzonspor","1","2","A","1","0","H","16","19","6","5","15","16","4","8","2","4","0","0","2.4","3.2","2.8","2.3","3.2","2.9"
"04/02/2022","Kayserispor","Hatayspor","4","3","H","1","0","H","10","16","7","4","12","12","5","5","0","2","0","0","2.2","3.25","3","2.05","3.25","3.3"
"04/02/2022","Konyaspor","Giresunspor","1","0","H","0","0","D","13","6","3","3","11","7","6","2","1","0","0","0","2","3.1","3.8","2.2","3","3.4"
"05/02/2022","Gaziantep","Sivasspor","5","1","H","3","1","H","11","13","7","5","15","11","4","3","4","3","0","1","2.25","3.1","3.25","2.55","3","2.75"
"05/02/2022","Karagumruk","Yeni Malatyaspor","1","0","H","0","0","D","15","13","7","4","10","13","5","5","1","5","0","0","1.8","3.4","4.2","1.7","3.5","5.25"
"05/02/2022","Trabzonspor","Kasimpasa","1","0","H","1","0","H","7","15","4","4","19","14","2","3","3","5","1","1","1.75","3.4","4.33","1.7","3.5","4.5"
"05/02/2022","Fenerbahce","Buyuksehyr","0","1","A","0","0","D","12","14","2","6","17","12","1","6","3","4","0","0","2.15","3.4","3.2","2.25","3.1","3.2"
"06/02/2022","Alanyaspor","Galatasaray","1","1","D","1","1","D","14","7","5","4","13","13","8","1","0","1","1","0","2.5","3.25","2.62","2.5","3.4","2.62"
"06/02/2022","Rizespor","Ad. Demirspor","1","3","A","0","2","A","19","15","11","8","15","9","8","6","5","3","0","0","3.1","3.3","2.15","3.4","3.4","2"
"06/02/2022","Besiktas","Antalyaspor","0","0","D","0","0","D","17","5","4","2","18","13","11","2","6","5","1","0","1.66","3.6","4.75","1.8","3.4","4.2"
"06/02/2022","Goztep","Altay","0","2","A","0","1","A","21","5","4","2","13","14","6","6","3","3","0","0","1.8","3.5","4","1.66","3.75","4.75"
"11/02/2022","Altay","Rizespor","0","0","D","0","0","D","12","10","3","2","23","12","6","3","3","2","0","0","1.95","3.3","3.8","2.05","3.25","3.5"
"12/02/2022","Buyuksehyr","Gaziantep","2","0","H","1","0","H","10","21","3","2","11","7","2","6","1","1","0","0","1.75","3.5","4.2","1.7","3.6","4.5"
"12/02/2022","Giresunspor","Fenerbahce","1","2","A","1","1","D","13","18","5","2","8","15","3","8","2","4","1","0","3.3","3.1","2.1","2.75","3","2.5"
"12/02/2022","Galatasaray","Kayserispor","1","1","D","0","0","D","26","5","7","3","8","13","13","3","1","1","0","0","1.72","3.6","4.5","1.53","4","5.75"
"13/02/2022","Sivasspor","Yeni Malatyaspor","2","1","H","0","1","A","14","14","5","5","16","12","6","2","2","1","0","0","1.61","3.8","5","1.6","3.6","6"
"13/02/2022","Antalyaspor","Karagumruk","3","0","H","2","0","H","15","9","7","3","13","12","4","1","1","3","0","0","2.05","3.3","3.5","2.2","3.2","3.25"
"13/02/2022","Kasimpasa","Alanyaspor","2","2","D","0","1","A","22","10","5","3","12","7","13","3","3","1","0","0","2.45","3.3","2.7","1.9","3.6","3.5"
"13/02/2022","Trabzonspor","Konyaspor","2","1","H","1","0","H","15","11","6","4","10","13","6","4","0","3","0","0","1.9","3.3","3.8","1.8","3.4","4.2"
"14/02/2022","Ad. Demirspor","Besiktas","1","1","D","0","1","A","17","12","3","6","17","13","8","4","3","2","0","0","2.3","3.3","2.8","2.37","3.5","2.62"
"14/02/2022","Hatayspor","Goztep","2","1","H","2","0","H","15","7","6","3","20","9","4","6","5","3","0","0","2.45","3.25","2.75","2.1","3.4","3.2"
"18/02/2022","Konyaspor","Kasimpasa","4","4","D","2","1","H","14","10","6","5","9","14","4","4","2","6","0","0","2.1","3.3","3.1","1.95","3.4","3.4"
"18/02/2022","Rizespor","Buyuksehyr","0","2","A","0","1","A","17","7","5","4","3","18","7","2","2","4","0","0","4","3.25","1.8","4.2","3.4","1.7"
"19/02/2022","Yeni Malatyaspor","Antalyaspor","1","2","A","0","1","A","15","11","3","5","7","7","9","2","1","1","0","0","2.87","3.3","2.25","3.3","3.25","2.05"
"19/02/2022","Kayserispor","Giresunspor","2","1","H","2","0","H","14","12","3","6","13","16","2","8","4","3","0","0","2.25","3.1","3.1","2.25","3.1","3.1"
"19/02/2022","Besiktas","Altay","1","0","H","0","0","D","18","9","8","1","16","11","7","2","3","1","0","0","1.44","4.5","6","1.5","4.2","5.75"
"20/02/2022","Gaziantep","Ad. Demirspor","0","3","A","0","1","A","9","18","4","9","13","6","4","7","2","1","0","0","2.45","3.25","2.5","2.55","3.4","2.7"
"20/02/2022","Alanyaspor","Trabzonspor","0","4","A","0","4","A","17","18","4","6","8","9","5","10","0","0","0","0","2.8","3.2","2.25","2.5","3.1","2.55"
"20/02/2022","Karagumruk","Sivasspor","1","0","H","0","0","D","13","9","3","2","13","13","5","3","2","4","0","0","2.45","3.2","2.6","2.55","3.1","2.55"
"20/02/2022","Fenerbahce","Hatayspor","2","0","H","0","0","D","15","11","6","5","14","16","10","4","0","2","0","0","1.65","3.6","4.33","1.8","3.5","3.75"
"21/02/2022","Goztep","Galatasaray","2","3","A","1","1","D","13","10","5","7","19","10","5","6","3","3","0","0","2.75","3.2","2.37","2.6","3.25","2.5"
"23/02/2022","Gaziantep","Yeni Malatyaspor","0","0","D","0","0","D","16","10","6","1","16","13","6","4","2","3","0","0","1.7","3.8","4.5","1.66","3.8","5"
"22/02/2022","Buyuksehyr","Konyaspor","2","1","H","0","1","A","13","12","4","4","11","11","2","3","2","1","0","0","2","3.3","3.4","1.8","3.4","4"
"25/02/2022","Ad. Demirspor","Antalyaspor","0","0","D","0","0","D","14","10","4","3","16","6","2","3","0","1","0","0","1.9","3.4","3.75","1.85","3.3","4"
"25/02/2022","Trabzonspor","Kayserispor","3","2","H","0","2","A","22","17","10","7","4","8","6","5","0","0","0","0","1.53","4.2","6","1.5","4.33","7"
"26/02/2022","Buyuksehyr","Karagumruk","1","2","A","1","2","A","13","5","3","4","14","8","2","3","2","2","0","0","1.66","3.6","4.5","1.65","4","5"
"26/02/2022","Sivasspor","Besiktas","2","3","A","1","2","A","20","17","6","10","8","16","6","6","0","3","0","0","2.55","3.1","2.7","2.62","3.1","2.62"
"27/02/2022","Altay","Gaziantep","3","2","H","2","2","D","9","12","5","3","17","10","8","4","2","3","0","0","2.62","3.2","2.6","2.7","3","2.62"
"27/02/2022","Giresunspor","Goztep","3","1","H","1","0","H","16","9","6","4","10","16","7","5","0","1","0","0","2.3","3.1","2.9","2.3","3.1","2.9"
"27/02/2022","Alanyaspor","Konyaspor","5","1","H","4","1","H","17","14","10","3","11","12","4","5","1","3","0","1","2.37","3.25","2.8","2.15","3.3","3.1"
"27/02/2022","Hatayspor","Yeni Malatyaspor","5","2","H","3","0","H","13","14","8","7","10","9","2","4","1","0","0","0","1.65","3.75","4.5","1.6","3.75","5"
"27/02/2022","Galatasaray","Rizespor","4","2","H","1","1","D","18","7","9","4","19","15","9","4","6","5","0","1","1.4","4.5","7","1.44","4.33","6.5"
"28/02/2022","Kasimpasa","Fenerbahce","1","2","A","0","1","A","16","9","8","2","15","18","8","4","6","1","1","0","2.45","3.2","2.55","2.45","3.3","2.45"
"04/03/2022","Yeni Malatyaspor","Ad. Demirspor","1","0","H","0","0","D","15","20","5","2","13","11","5","6","1","0","0","0","4.5","3.5","1.72","4.75","3.6","1.66"
"05/03/2022","Goztep","Kasimpasa","2","3","A","1","1","D","8","14","3","5","25","10","4","4","4","3","0","0","2.25","3.4","2.9","2.3","3.5","2.75"
"05/03/2022","Rizespor","Giresunspor","1","2","A","1","1","D","5","15","2","7","13","17","5","2","3","1","0","0","2.7","3.4","2.45","2.7","3.3","2.45"
"05/03/2022","Konyaspor","Galatasaray","2","0","H","2","0","H","12","11","6","5","15","10","7","5","0","0","0","0","2.45","3.25","2.8","2.45","3.2","2.8"
"06/03/2022","Karagumruk","Altay","0","0","D","0","0","D","17","6","4","1","8","15","6","1","3","2","0","1","1.9","3.4","4","2.15","3.3","3.4"
"06/03/2022","Antalyaspor","Sivasspor","1","0","H","1","0","H","6","11","4","2","15","13","3","6","0","0","0","0","2.45","3.2","2.87","2.1","3.2","3.6"
"06/03/2022","Fenerbahce","Trabzonspor","1","1","D","0","1","A","11","17","5","3","11","15","4","4","2","1","1","0","2.2","3.3","3","2.2","3.3","3"
"07/03/2022","Besiktas","Buyuksehyr","2","2","D","1","2","A","16","4","4","2","10","15","3","3","3","3","0","0","2.15","3.5","3.2","2.37","3.3","3"
"07/03/2022","Gaziantep","Hatayspor","2","2","D","1","2","A","19","7","5","3","6","12","11","3","1","2","0","0","2.2","3.4","3","2.1","3.5","3.1"
"07/03/2022","Kayserispor","Alanyaspor","1","2","A","1","1","D","3","15","1","4","9","9","2","4","3","1","0","0","2.5","3.25","2.7","2.25","3.2","3.2"
"12/03/2022","Hatayspor","Karagumruk","3","0","H","2","0","H","13","10","6","3","19","9","2","6","0","0","0","0","1.9","3.4","4","2.05","3.3","3.6"
