"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","B365CH","B365CD","B365CA"
"29/10/17","Konyaspor","Osmanlispor","1","0","H","0","0","D","5","2","2","1","14","9","8","2","2","2","0","0","2.7","3.1","2.7","NaN","NaN","NaN"
"29/10/17","Trabzonspor","Galatasaray","2","1","H","0","0","D","12","3","6","2","15","20","4","2","0","5","1","2","3.89","3.89","1.8","NaN","NaN","NaN"
"30/10/17","Fenerbahce","Kayserispor","3","3","D","1","1","D","12","7","5","4","13","14","6","6","3","1","0","0","1.44","4.33","7","NaN","NaN","NaN"
"03/11/17","Galatasaray","Genclerbirligi","5","1","H","2","0","H","15","8","8","5","13","16","4","7","1","5","0","0","1.33","5.25","8","NaN","NaN","NaN"
"04/11/17","Antalyaspor","Karabukspor","2","1","H","1","0","H","12","10","10","3","15","11","3","9","3","2","0","1","1.66","3.5","5.5","NaN","NaN","NaN"
"04/11/17","Kasimpasa","Bursaspor","2","2","D","2","0","H","13","13","9","5","7","12","1","4","2","3","1","0","2.25","3.5","3","NaN","NaN","NaN"
"04/11/17","Kayserispor","Trabzonspor","0","0","D","0","0","D","11","3","4","0","10","25","9","1","2","3","0","0","2.79","3.2","2.5","NaN","NaN","NaN"
"04/11/17","Osmanlispor","Fenerbahce","1","1","D","0","1","A","12","5","5","4","8","21","6","11","2","5","0","0","3.7","3.6","1.95","NaN","NaN","NaN"
"05/11/17","Akhisar Belediyespor","Alanyaspor","0","4","A","0","2","A","5","14","4","7","10","13","3","6","2","2","0","0","1.9","3.5","4","NaN","NaN","NaN"
"05/11/17","Goztep","Besiktas","1","3","A","0","1","A","8","15","7","6","15","15","8","3","1","1","1","0","4.33","4.2","1.66","NaN","NaN","NaN"
"05/11/17","Sivasspor","Konyaspor","2","1","H","1","1","D","13","9","11","5","11","17","7","2","0","2","0","0","2.2","3.2","3.39","NaN","NaN","NaN"
"05/11/17","Yeni Malatyaspor","Buyuksehyr","0","2","A","0","1","A","7","10","2","4","14","14","2","8","1","2","0","0","3.5","3.39","2.04","NaN","NaN","NaN"
"17/11/17","Besiktas","Akhisar Belediyespor","0","0","D","0","0","D","14","4","4","3","16","15","11","5","4","6","0","1","1.39","4.75","7","NaN","NaN","NaN"
"18/11/17","Bursaspor","Goztep","0","0","D","0","0","D","11","9","2","2","4","16","11","5","0","3","0","0","1.95","3.75","3.5","NaN","NaN","NaN"
"18/11/17","Buyuksehyr","Galatasaray","5","1","H","2","0","H","6","12","5","6","10","9","4","5","0","2","0","0","2.7","3.2","2.62","NaN","NaN","NaN"
"18/11/17","Konyaspor","Antalyaspor","1","1","D","0","0","D","15","9","5","3","8","9","7","5","2","2","0","0","2.29","3.29","3.1","NaN","NaN","NaN"
"19/11/17","Alanyaspor","Yeni Malatyaspor","1","0","H","0","0","D","8","9","5","6","17","12","8","2","1","2","0","0","1.95","3.5","3.7","NaN","NaN","NaN"
"19/11/17","Fenerbahce","Sivasspor","4","1","H","1","0","H","11","4","6","1","15","15","8","3","3","6","0","1","1.66","3.79","5","NaN","NaN","NaN"
"19/11/17","Genclerbirligi","Kayserispor","1","2","A","1","1","D","9","10","3","6","16","19","4","8","0","3","0","0","2.54","3.25","2.75","NaN","NaN","NaN"
"19/11/17","Trabzonspor","Osmanlispor","4","3","H","2","2","D","17","7","10","5","16","12","6","4","4","4","0","0","1.5","3.79","5.5","NaN","NaN","NaN"
"20/11/17","Karabukspor","Kasimpasa","0","2","A","0","0","D","9","6","2","4","12","11","6","4","1","3","0","0","2.29","3.2","3.1","NaN","NaN","NaN"
"24/11/17","Osmanlispor","Genclerbirligi","2","0","H","1","0","H","4","9","3","2","19","11","1","9","1","1","0","0","1.75","3.6","4.5","NaN","NaN","NaN"
"25/11/17","Galatasaray","Alanyaspor","2","0","H","1","0","H","13","3","9","0","19","16","9","3","1","5","0","0","1.36","4.75","8","NaN","NaN","NaN"
"25/11/17","Goztep","Akhisar Belediyespor","2","0","H","0","0","D","10","5","7","0","12","11","12","2","2","1","0","0","2.39","3.39","2.79","NaN","NaN","NaN"
"25/11/17","Yeni Malatyaspor","Besiktas","0","0","D","0","0","D","8","6","3","4","14","16","3","9","2","1","0","0","5.5","4","1.57","NaN","NaN","NaN"
"26/11/17","Antalyaspor","Fenerbahce","0","1","A","0","1","A","6","12","4","6","13","17","3","0","1","2","0","0","3.29","3.5","2.1","NaN","NaN","NaN"
"26/11/17","Bursaspor","Karabukspor","2","1","H","2","0","H","8","11","4","4","13","16","6","7","3","4","0","0","1.72","3.79","4.5","NaN","NaN","NaN"
"26/11/17","Kasimpasa","Konyaspor","2","1","H","1","0","H","11","11","7","1","8","12","4","4","2","0","0","0","2.25","3.5","3","NaN","NaN","NaN"
"26/11/17","Sivasspor","Trabzonspor","1","2","A","1","1","D","11","6","5","3","12","14","6","3","3","3","0","0","2.5","3.2","2.87","NaN","NaN","NaN"
"27/11/17","Kayserispor","Buyuksehyr","1","1","D","1","1","D","8","3","4","1","8","12","1","5","3","1","0","0","2.79","3.39","2.39","NaN","NaN","NaN"
"02/12/17","Akhisar Belediyespor","Yeni Malatyaspor","0","0","D","0","0","D","2","5","0","3","23","16","5","8","0","5","0","0","1.75","3.5","4.75","NaN","NaN","NaN"
"02/12/17","Besiktas","Galatasaray","3","0","H","0","0","D","19","6","9","4","8","18","9","2","3","3","0","0","1.8","3.75","4.2","NaN","NaN","NaN"
"02/12/17","Karabukspor","Goztep","0","1","A","0","0","D","13","5","6","2","11","21","14","4","2","2","0","0","2.7","3.2","2.7","NaN","NaN","NaN"
"03/12/17","Buyuksehyr","Osmanlispor","1","0","H","0","0","D","14","7","7","2","9","19","4","2","2","3","0","0","1.57","4","5.5","NaN","NaN","NaN"
"03/12/17","Fenerbahce","Kasimpasa","4","2","H","1","1","D","14","7","8","3","15","14","3","3","3","1","0","0","1.44","4.5","6.5","NaN","NaN","NaN"
"03/12/17","Genclerbirligi","Sivasspor","4","0","H","1","0","H","11","9","8","4","15","9","6","6","4","1","0","0","2.54","3.2","2.75","NaN","NaN","NaN"
"03/12/17","Konyaspor","Bursaspor","0","3","A","0","3","A","20","7","11","5","14","11","9","1","2","1","0","0","2.04","3.25","3.75","NaN","NaN","NaN"
"04/12/17","Alanyaspor","Kayserispor","1","2","A","0","1","A","6","8","5","5","13","10","2","9","5","3","1","0","2.54","3.25","2.75","NaN","NaN","NaN"
"04/12/17","Trabzonspor","Antalyaspor","3","0","H","1","0","H","6","9","5","3","15","17","1","5","3","3","0","0","1.75","3.5","4.75","NaN","NaN","NaN"
"08/12/17","Bursaspor","Fenerbahce","0","1","A","0","0","D","5","8","2","4","16","13","2","5","2","3","0","0","3.39","3.6","2.04","NaN","NaN","NaN"
"09/12/17","Antalyaspor","Genclerbirligi","1","1","D","0","0","D","8","5","3","4","17","20","2","6","1","4","0","0","1.9","3.39","4","NaN","NaN","NaN"
"09/12/17","Galatasaray","Akhisar Belediyespor","4","2","H","0","2","A","13","5","6","2","11","8","4","1","3","4","1","1","1.28","5","11","NaN","NaN","NaN"
"09/12/17","Kasimpasa","Trabzonspor","0","3","A","0","1","A","7","8","6","7","15","16","6","4","2","1","0","0","3.1","3.39","2.25","NaN","NaN","NaN"
"09/12/17","Yeni Malatyaspor","Goztep","2","3","A","1","3","A","14","5","6","4","13","14","3","5","3","2","0","0","2.5","3.29","2.79","NaN","NaN","NaN"
"10/12/17","Kayserispor","Besiktas","1","1","D","1","1","D","6","14","3","4","11","8","0","6","5","1","1","0","4.5","3.75","1.72","NaN","NaN","NaN"
"10/12/17","Osmanlispor","Alanyaspor","3","0","H","3","0","H","10","13","7","9","22","6","1","9","3","2","0","0","2","3.6","3.5","NaN","NaN","NaN"
"10/12/17","Sivasspor","Buyuksehyr","1","0","H","1","0","H","7","12","5","5","18","10","2","5","4","4","1","0","3.39","3.29","2.14","NaN","NaN","NaN"
"11/12/17","Konyaspor","Karabukspor","2","0","H","1","0","H","12","7","6","1","13","16","3","2","3","4","0","0","1.9","3.5","3.89","NaN","NaN","NaN"
"16/12/17","Alanyaspor","Sivasspor","1","1","D","0","0","D","7","9","5","4","11","17","2","2","2","1","0","0","2.2","3.29","3.29","NaN","NaN","NaN"
"16/12/17","Genclerbirligi","Kasimpasa","0","0","D","0","0","D","8","4","4","1","13","12","7","5","2","1","0","0","2.1","3.25","3.6","NaN","NaN","NaN"
"16/12/17","Trabzonspor","Bursaspor","1","0","H","0","0","D","14","2","2","1","15","15","4","5","3","1","0","0","1.61","4","5.25","NaN","NaN","NaN"
"17/12/17","Akhisar Belediyespor","Kayserispor","0","2","A","0","1","A","4","5","2","3","16","16","6","3","3","1","0","0","2.54","3.2","2.79","NaN","NaN","NaN"
"17/12/17","Besiktas","Osmanlispor","5","1","H","2","0","H","18","8","10","4","19","14","12","3","1","3","0","0","1.22","5.75","13","NaN","NaN","NaN"
"17/12/17","Buyuksehyr","Antalyaspor","4","1","H","0","1","A","22","7","16","3","14","12","11","0","3","1","0","0","1.5","4.33","6","NaN","NaN","NaN"
"17/12/17","Yeni Malatyaspor","Galatasaray","2","1","H","2","0","H","7","6","5","2","14","18","2","8","2","0","0","0","5","3.75","1.66","NaN","NaN","NaN"
"18/12/17","Fenerbahce","Karabukspor","2","0","H","0","0","D","9","7","5","4","16","20","10","6","4","6","0","0","1.22","6","12","NaN","NaN","NaN"
"18/12/17","Goztep","Konyaspor","1","0","H","1","0","H","12","10","9","3","16","15","3","7","2","3","0","0","2","3.29","3.79","NaN","NaN","NaN"
"22/12/17","Antalyaspor","Alanyaspor","3","1","H","1","1","D","17","9","11","2","17","16","10","5","5","2","0","0","2.39","3.6","2.79","NaN","NaN","NaN"
"23/12/17","Bursaspor","Genclerbirligi","1","1","D","0","0","D","8","5","3","3","16","30","7","2","2","4","0","0","1.9","3.6","3.75","NaN","NaN","NaN"
"23/12/17","Konyaspor","Fenerbahce","1","1","D","0","0","D","7","12","3","9","7","12","2","7","4","0","0","0","4","3.6","1.85","NaN","NaN","NaN"
"23/12/17","Sivasspor","Besiktas","2","1","H","1","1","D","10","17","6","8","9","10","2","15","1","0","0","0","5.25","3.79","1.64","NaN","NaN","NaN"
"24/12/17","Galatasaray","Goztep","3","1","H","1","1","D","12","6","7","5","17","9","3","3","4","2","0","0","1.33","5","9","NaN","NaN","NaN"
"24/12/17","Karabukspor","Trabzonspor","1","1","D","0","0","D","10","8","4","4","22","14","5","5","6","2","0","0","4.33","3.5","1.83","NaN","NaN","NaN"
"24/12/17","Kasimpasa","Buyuksehyr","1","2","A","1","1","D","9","16","6","9","13","14","4","3","3","1","0","0","4.2","3.6","1.83","NaN","NaN","NaN"
"24/12/17","Kayserispor","Yeni Malatyaspor","0","1","A","0","1","A","11","5","7","4","9","14","5","2","2","4","0","0","1.66","3.75","5","NaN","NaN","NaN"
"25/12/17","Osmanlispor","Akhisar Belediyespor","3","2","H","1","1","D","16","6","11","3","19","17","2","3","2","4","0","1","1.9","3.6","3.75","NaN","NaN","NaN"
"19/01/18","Kasimpasa","Alanyaspor","3","2","H","1","2","A","13","6","9","2","11","8","10","3","3","1","0","1","2.2","3.6","3","NaN","NaN","NaN"
"20/01/18","Fenerbahce","Goztep","2","1","H","1","0","H","7","5","2","3","17","11","9","4","3","4","0","0","1.36","5.25","7","NaN","NaN","NaN"
"20/01/18","Karabukspor","Genclerbirligi","0","2","A","0","0","D","7","10","3","3","17","20","7","2","2","3","0","0","3.39","3.25","2.14","NaN","NaN","NaN"
"20/01/18","Osmanlispor","Yeni Malatyaspor","0","0","D","0","0","D","7","8","4","5","12","10","5","4","1","1","0","0","1.9","3.39","4","NaN","NaN","NaN"
"21/01/18","Antalyaspor","Besiktas","1","2","A","1","1","D","7","11","3","6","12","16","5","9","2","1","0","0","6.5","4.5","1.44","NaN","NaN","NaN"
"21/01/18","Bursaspor","Buyuksehyr","0","3","A","0","1","A","3","5","1","4","12","12","6","3","2","3","0","0","3.89","3.5","1.9","NaN","NaN","NaN"
"21/01/18","Konyaspor","Trabzonspor","2","2","D","0","0","D","7","13","5","5","11","15","6","1","4","4","1","1","2.75","3.29","2.5","NaN","NaN","NaN"
"21/01/18","Sivasspor","Akhisar Belediyespor","1","1","D","0","0","D","12","5","3","4","14","23","4","2","3","3","0","1","2","3.5","3.6","NaN","NaN","NaN"
"22/01/18","Kayserispor","Galatasaray","1","3","A","0","2","A","10","12","6","5","17","16","7","2","2","0","0","0","3.5","3.39","2.04","NaN","NaN","NaN"
"26/01/18","Besiktas","Kasimpasa","2","1","H","2","0","H","12","9","7","5","18","14","5","4","3","2","0","0","1.28","5.75","8.5","NaN","NaN","NaN"
"26/01/18","Genclerbirligi","Konyaspor","2","1","H","0","1","A","9","5","4","3","10","27","0","5","3","3","1","0","2.29","3.2","3.2","NaN","NaN","NaN"
"27/01/18","Alanyaspor","Bursaspor","3","1","H","1","1","D","10","5","5","3","15","21","5","3","1","3","0","0","2.14","3.39","3.29","NaN","NaN","NaN"
"27/01/18","Galatasaray","Osmanlispor","2","0","H","1","0","H","18","7","7","1","12","11","6","6","0","1","0","0","1.39","5","6.5","NaN","NaN","NaN"
"27/01/18","Goztep","Kayserispor","1","1","D","0","1","A","10","2","5","1","11","25","2","1","1","7","0","2","2.5","3.25","2.79","NaN","NaN","NaN"
"28/01/18","Akhisar Belediyespor","Antalyaspor","1","1","D","0","1","A","10","2","5","1","15","16","11","0","3","4","0","0","2","3.39","3.75","NaN","NaN","NaN"
"28/01/18","Trabzonspor","Fenerbahce","1","1","D","0","0","D","7","11","2","6","15","21","2","11","2","3","0","0","2.37","3.2","3","NaN","NaN","NaN"
"28/01/18","Yeni Malatyaspor","Sivasspor","1","0","H","0","0","D","8","11","1","5","19","19","7","6","4","2","0","0","2.37","3.2","3","NaN","NaN","NaN"
"29/01/18","Buyuksehyr","Karabukspor","5","0","H","5","0","H","17","4","13","2","6","6","5","0","0","1","0","0","1.22","5.5","15","NaN","NaN","NaN"
"02/02/18","Bursaspor","Besiktas","2","2","D","2","1","H","7","13","5","9","22","16","6","6","4","2","0","0","4.75","4.2","1.61","NaN","NaN","NaN"
"03/02/18","Antalyaspor","Yeni Malatyaspor","3","1","H","1","1","D","9","4","5","2","26","12","6","1","2","2","0","1","2.45","3.25","2.87","NaN","NaN","NaN"
"03/02/18","Fenerbahce","Genclerbirligi","2","2","D","0","1","A","15","6","4","1","16","18","4","3","3","6","0","0","1.44","4.33","7","NaN","NaN","NaN"
"03/02/18","Karabukspor","Alanyaspor","1","0","H","0","0","D","6","7","4","3","14","13","8","5","6","2","0","0","3.75","3.6","1.9","NaN","NaN","NaN"
"04/02/18","Kasimpasa","Akhisar Belediyespor","2","0","H","0","0","D","11","7","6","2","15","10","6","4","1","1","0","0","2.29","3.29","3.1","NaN","NaN","NaN"
"04/02/18","Konyaspor","Buyuksehyr","1","1","D","0","1","A","11","5","4","3","14","10","7","7","2","3","0","1","4","3.29","1.95","NaN","NaN","NaN"
"04/02/18","Osmanlispor","Kayserispor","0","1","A","0","1","A","13","8","4","3","15","15","8","1","2","2","0","0","2.25","3.39","3.1","NaN","NaN","NaN"
"04/02/18","Sivasspor","Galatasaray","2","1","H","1","0","H","7","12","3","4","16","10","3","5","2","2","0","0","3.75","3.6","1.9","NaN","NaN","NaN"
"05/02/18","Trabzonspor","Goztep","0","0","D","0","0","D","17","6","9","4","13","28","6","3","3","5","0","0","1.6","4.2","5","NaN","NaN","NaN"
"09/02/18","Yeni Malatyaspor","Kasimpasa","1","1","D","1","1","D","6","7","5","2","14","19","10","1","2","3","0","0","2.2","3.25","3.29","NaN","NaN","NaN"
"10/02/18","Besiktas","Karabukspor","5","0","H","2","0","H","20","4","13","1","14","14","7","5","3","1","0","0","1.1","9","21","NaN","NaN","NaN"
"10/02/18","Genclerbirligi","Trabzonspor","0","0","D","0","0","D","13","9","9","1","14","19","7","5","1","2","0","0","2.7","3.25","2.6","NaN","NaN","NaN"
"10/02/18","Goztep","Osmanlispor","3","3","D","2","1","H","9","13","5","7","13","13","3","6","4","4","0","0","1.95","3.5","3.79","NaN","NaN","NaN"
"11/02/18","Akhisar Belediyespor","Bursaspor","1","0","H","1","0","H","9","7","3","3","19","22","3","3","5","2","0","0","2.29","3.29","3.1","NaN","NaN","NaN"
"11/02/18","Alanyaspor","Konyaspor","1","2","A","1","2","A","23","4","11","4","12","10","18","1","4","5","0","1","2.29","3.29","3.1","NaN","NaN","NaN"
"11/02/18","Buyuksehyr","Fenerbahce","0","2","A","0","1","A","4","12","2","4","9","14","5","3","2","0","0","0","1.85","3.5","4.2","NaN","NaN","NaN"
"11/02/18","Kayserispor","Sivasspor","1","1","D","0","0","D","8","5","3","1","17","12","7","3","4","2","0","0","2.14","3.39","3.29","NaN","NaN","NaN"
"12/02/18","Galatasaray","Antalyaspor","3","0","H","3","0","H","9","8","5","2","20","15","8","3","2","3","1","0","1.25","5.5","12","NaN","NaN","NaN"
"16/02/18","Konyaspor","Besiktas","1","1","D","0","1","A","7","13","4","8","19","16","3","8","3","6","0","0","5","4","1.61","NaN","NaN","NaN"
"17/02/18","Antalyaspor","Kayserispor","2","1","H","0","0","D","14","4","9","2","12","12","5","5","3","1","0","0","2.87","3.1","2.54","NaN","NaN","NaN"
"17/02/18","Fenerbahce","Alanyaspor","3","0","H","2","0","H","9","4","3","4","18","12","4","1","1","0","0","0","1.36","5","7.5","NaN","NaN","NaN"
"17/02/18","Sivasspor","Osmanlispor","3","2","H","1","0","H","7","6","4","3","18","22","2","4","3","4","0","0","2.04","3.25","3.75","NaN","NaN","NaN"
"18/02/18","Bursaspor","Yeni Malatyaspor","0","0","D","0","0","D","7","3","4","3","17","15","9","2","3","2","0","0","NaN","NaN","NaN","NaN","NaN","NaN"
"18/02/18","Karabukspor","Akhisar Belediyespor","0","3","A","0","1","A","10","6","3","5","18","12","2","1","4","2","0","0","3.75","3.39","2","NaN","NaN","NaN"
"18/02/18","Kasimpasa","Galatasaray","2","1","H","1","1","D","10","10","5","8","14","19","1","10","4","3","0","0","4.75","3.5","1.75","NaN","NaN","NaN"
"18/02/18","Trabzonspor","Buyuksehyr","0","1","A","0","1","A","13","12","5","8","9","17","3","7","1","2","0","0","2.6","3.2","2.75","NaN","NaN","NaN"
"19/02/18","Genclerbirligi","Goztep","3","0","H","1","0","H","14","1","10","1","17","19","2","2","1","1","0","1","2.1","3.25","3.5","NaN","NaN","NaN"
"23/02/18","Akhisar Belediyespor","Konyaspor","3","0","H","1","0","H","8","7","5","2","16","12","0","3","3","2","0","0","2.25","3.2","3.29","NaN","NaN","NaN"
"23/02/18","Galatasaray","Bursaspor","5","0","H","2","0","H","14","3","7","0","14","13","9","0","1","0","0","1","1.25","5.5","12","NaN","NaN","NaN"
"24/02/18","Alanyaspor","Trabzonspor","1","2","A","1","0","H","12","8","7","4","18","15","5","7","6","4","0","0","2.79","3.39","2.45","NaN","NaN","NaN"
"24/02/18","Kayserispor","Kasimpasa","3","2","H","1","1","D","12","10","5","2","9","6","7","2","2","3","0","1","1.95","3.29","4","NaN","NaN","NaN"
"25/02/18","Besiktas","Fenerbahce","3","1","H","0","1","A","15","7","6","6","15","22","6","1","3","2","0","0","2.14","3.29","3.39","NaN","NaN","NaN"
"25/02/18","Goztep","Sivasspor","1","0","H","1","0","H","6","4","3","3","20","12","7","1","5","1","0","0","2.39","3.25","2.89","NaN","NaN","NaN"
"25/02/18","Osmanlispor","Antalyaspor","0","0","D","0","0","D","6","7","2","1","14","21","4","5","3","1","0","0","1.75","3.5","4.75","NaN","NaN","NaN"
"25/02/18","Yeni Malatyaspor","Karabukspor","3","1","H","1","0","H","14","10","8","6","7","16","2","5","2","4","0","0","1.44","4.33","7","NaN","NaN","NaN"
"26/02/18","Buyuksehyr","Genclerbirligi","1","1","D","1","0","H","6","7","4","2","16","13","7","5","3","0","0","0","1.44","4.5","6.5","NaN","NaN","NaN"
"02/03/18","Bursaspor","Kayserispor","1","0","H","0","0","D","8","3","5","0","7","21","5","1","0","4","0","0","2.45","3.29","2.87","NaN","NaN","NaN"
"03/03/18","Buyuksehyr","Goztep","2","0","H","1","0","H","17","8","10","3","11","14","10","4","0","3","0","0","1.39","4.2","9","NaN","NaN","NaN"
"03/03/18","Karabukspor","Galatasaray","0","7","A","0","6","A","7","13","1","7","9","9","4","6","2","4","0","0","10","6","1.25","NaN","NaN","NaN"
"03/03/18","Kasimpasa","Osmanlispor","1","1","D","1","1","D","4","9","2","4","20","12","9","3","3","5","0","0","2.14","3.39","3.29","NaN","NaN","NaN"
"04/03/18","Antalyaspor","Sivasspor","1","4","A","0","1","A","16","6","7","5","10","11","6","2","3","3","0","0","2.54","3.39","2.62","NaN","NaN","NaN"
"04/03/18","Fenerbahce","Akhisar Belediyespor","2","3","A","0","2","A","12","8","5","6","14","12","9","3","0","5","0","0","1.33","5","9","NaN","NaN","NaN"
"04/03/18","Genclerbirligi","Alanyaspor","0","1","A","0","0","D","4","7","3","5","15","18","6","1","4","2","0","0","1.75","3.6","4.59","NaN","NaN","NaN"
"04/03/18","Konyaspor","Yeni Malatyaspor","0","1","A","0","0","D","4","9","2","2","17","4","5","4","2","2","0","0","1.9","3.39","4","NaN","NaN","NaN"
"05/03/18","Trabzonspor","Besiktas","0","2","A","0","0","D","9","9","2","4","16","16","2","2","1","2","0","0","3.29","3.5","2.1","NaN","NaN","NaN"
"09/03/18","Alanyaspor","Buyuksehyr","4","1","H","1","0","H","11","7","7","6","17","12","0","1","2","4","1","1","4","3.6","1.85","NaN","NaN","NaN"
"10/03/18","Besiktas","Genclerbirligi","1","0","H","0","0","D","17","5","7","3","13","17","9","2","3","2","0","0","1.28","5.5","9.5","NaN","NaN","NaN"
"10/03/18","Osmanlispor","Bursaspor","2","1","H","2","0","H","11","7","4","3","17","17","4","8","4","3","0","0","2.04","3.29","3.6","NaN","NaN","NaN"
"10/03/18","Sivasspor","Kasimpasa","2","2","D","1","1","D","11","7","7","4","19","18","2","0","2","2","0","0","1.9","3.6","4","NaN","NaN","NaN"
"11/03/18","Galatasaray","Konyaspor","2","1","H","0","1","A","16","4","10","2","13","11","8","2","4","6","0","0","1.22","6.5","11","NaN","NaN","NaN"
"11/03/18","Goztep","Antalyaspor","2","1","H","1","0","H","9","15","6","8","9","10","5","7","3","5","0","1","2.25","3.39","3.1","NaN","NaN","NaN"
"11/03/18","Kayserispor","Karabukspor","3","2","H","1","1","D","16","4","4","3","16","11","13","2","1","3","0","1","1.22","6","12","NaN","NaN","NaN"
"11/03/18","Yeni Malatyaspor","Fenerbahce","0","2","A","0","1","A","7","5","3","2","16","10","13","3","0","2","0","0","4","3.6","1.85","NaN","NaN","NaN"
"12/03/18","Akhisar Belediyespor","Trabzonspor","1","3","A","0","1","A","9","10","5","7","14","10","8","4","4","2","1","0","2.37","3.29","2.89","NaN","NaN","NaN"
"16/03/18","Karabukspor","Osmanlispor","0","4","A","0","2","A","13","12","5","10","11","8","3","5","2","2","0","0","6","4.5","1.5","NaN","NaN","NaN"
"16/03/18","Kasimpasa","Antalyaspor","2","3","A","0","1","A","14","13","8","7","9","12","9","7","2","3","1","0","2","3.6","3.5","NaN","NaN","NaN"
"17/03/18","Bursaspor","Sivasspor","1","0","H","0","0","D","10","8","4","6","15","18","3","5","3","2","0","0","2.39","3.2","3","NaN","NaN","NaN"
"17/03/18","Fenerbahce","Galatasaray","0","0","D","0","0","D","8","10","6","5","16","15","10","3","2","3","0","0","2.1","3.5","3.29","NaN","NaN","NaN"
"17/03/18","Genclerbirligi","Akhisar Belediyespor","1","1","D","0","1","A","10","7","5","6","11","15","5","6","2","1","0","0","2.25","3.2","3.25","NaN","NaN","NaN"
"18/03/18","Alanyaspor","Goztep","1","1","D","0","0","D","10","3","4","2","16","21","8","1","1","4","0","0","2.04","3.6","3.29","NaN","NaN","NaN"
"18/03/18","Buyuksehyr","Besiktas","1","0","H","1","0","H","5","12","2","2","22","13","3","10","5","4","1","0","3.39","3.1","2.25","NaN","NaN","NaN"
"18/03/18","Konyaspor","Kayserispor","2","0","H","1","0","H","7","1","3","0","13","13","6","4","2","2","1","1","2.39","3.2","3","NaN","NaN","NaN"
"18/03/18","Trabzonspor","Yeni Malatyaspor","4","1","H","1","1","D","11","11","8","7","12","16","4","3","2","1","0","0","1.64","3.6","5.5","NaN","NaN","NaN"
"30/03/18","Sivasspor","Karabukspor","1","0","H","0","0","D","9","6","4","2","15","15","10","1","3","3","0","0","1.28","5.5","10","NaN","NaN","NaN"
"31/03/18","Antalyaspor","Bursaspor","2","0","H","1","0","H","6","5","2","0","20","15","1","7","2","1","0","0","2.2","3.2","3.39","NaN","NaN","NaN"
"31/03/18","Besiktas","Alanyaspor","1","0","H","1","0","H","7","7","2","2","21","17","6","2","5","2","0","0","1.25","6","10","NaN","NaN","NaN"
"31/03/18","Yeni Malatyaspor","Genclerbirligi","4","1","H","1","1","D","8","4","7","3","15","13","7","4","1","1","0","0","2.2","3.1","3.5","NaN","NaN","NaN"
"01/04/18","Akhisar Belediyespor","Buyuksehyr","1","2","A","1","0","H","9","10","4","5","19","11","2","5","1","1","1","0","4","3.39","1.9","NaN","NaN","NaN"
"01/04/18","Galatasaray","Trabzonspor","2","1","H","1","0","H","11","7","6","5","17","14","4","1","2","3","0","0","1.5","4.33","6","NaN","NaN","NaN"
"01/04/18","Goztep","Kasimpasa","0","2","A","0","1","A","19","6","9","3","15","9","14","1","4","1","1","0","2.14","3.39","3.29","NaN","NaN","NaN"
"01/04/18","Osmanlispor","Konyaspor","0","0","D","0","0","D","7","6","3","4","13","7","3","4","1","0","0","0","2.29","3.1","3.29","NaN","NaN","NaN"
"02/04/18","Kayserispor","Fenerbahce","0","5","A","0","3","A","8","12","3","7","9","9","7","4","2","2","0","0","3.6","3.29","2.04","NaN","NaN","NaN"
"06/04/18","Buyuksehyr","Yeni Malatyaspor","1","0","H","1","0","H","6","7","2","4","16","14","5","4","1","1","0","0","1.39","4.5","8","NaN","NaN","NaN"
"07/04/18","Besiktas","Goztep","5","1","H","2","0","H","17","10","10","7","21","11","3","5","1","6","0","1","1.19","7","12","NaN","NaN","NaN"
"07/04/18","Karabukspor","Antalyaspor","1","2","A","0","1","A","7","8","4","4","18","15","3","4","1","0","0","0","8","5","1.36","NaN","NaN","NaN"
"07/04/18","Trabzonspor","Kayserispor","4","0","H","0","0","D","12","7","7","3","13","12","6","3","1","2","0","0","1.66","3.75","5","NaN","NaN","NaN"
"08/04/18","Alanyaspor","Akhisar Belediyespor","3","1","H","2","0","H","16","4","8","3","15","18","8","6","4","2","0","0","1.9","3.5","4","NaN","NaN","NaN"
"08/04/18","Bursaspor","Kasimpasa","0","1","A","0","1","A","8","4","3","1","16","13","9","0","2","2","0","0","2","3.29","3.75","NaN","NaN","NaN"
"08/04/18","Fenerbahce","Osmanlispor","2","0","H","0","0","D","12","6","3","1","14","11","9","2","1","2","0","0","1.28","5","11","NaN","NaN","NaN"
"08/04/18","Konyaspor","Sivasspor","5","0","H","1","0","H","12","6","7","4","13","4","4","8","2","0","0","1","1.95","3.29","4","NaN","NaN","NaN"
"09/04/18","Genclerbirligi","Galatasaray","1","0","H","0","0","D","7","7","1","4","20","13","5","6","2","3","0","0","7.5","3.79","1.5","NaN","NaN","NaN"
"13/04/18","Akhisar Belediyespor","Besiktas","0","3","A","0","2","A","7","9","2","4","18","11","4","7","0","1","0","0","7.5","4.5","1.39","NaN","NaN","NaN"
"14/04/18","Kasimpasa","Karabukspor","2","0","H","0","0","D","11","6","6","2","20","17","7","7","1","2","0","0","1.33","5.75","7.5","NaN","NaN","NaN"
